,最新价,涨跌_今日,股票代码,公司名称,今日主力流入_元,所属模块,涨跌_5日,涨跌_10日,主力净占比_5日,主力净占比_10日,主力净占比_今日,排名_今日,排名_5日,排名_10日
1606,8.16,1.24,300497,富祥药业,-495415.0,化学制药,-4.34,-8.0,-10.76,-4.38,-1.81,3142.0,5262,4190
1607,24.71,1.9,301499,维科精密,-2372342.0,汽车零部件,4.66,0.08,1.88,-1.12,-1.83,3146.0,771,2053
1608,19.7,2.07,301052,果麦文化,-1324168.0,文化传媒,-2.43,-6.19,-6.2,-3.27,-1.83,3148.0,4509,3553
1609,26.35,-6.43,301036,双乐股份,-8515070.0,化学制品,-17.19,10.53,-2.73,-0.18,-1.84,3149.0,2902,1493
1610,39.08,3.28,301219,腾远钴业,-3165770.0,能源金属,-5.42,-6.28,-4.41,-4.05,-1.84,3152.0,3813,4013
1611,18.56,0.0,300706,阿石创,-791139.0,半导体,-6.59,-1.01,-5.72,-2.62,-1.84,3153.0,4345,3098
1612,5.03,3.93,000868,安凯客车,-9277413.0,汽车整车,4.79,20.91,-3.1,-3.2,-1.85,3154.0,3132,3502
1613,6.14,1.49,000911,广农糖业,-175758.0,食品饮料,-0.81,-3.0,-3.51,-4.29,-1.85,3156.0,3355,4146
1614,17.28,4.03,002625,光启技术,-10612971.0,航天航空,0.06,-1.26,-1.75,-1.71,-1.87,3162.0,2376,2477
1615,6.21,-0.16,002887,绿茵生态,-483457.0,环保行业,1.64,-1.9,1.04,1.22,-1.87,3165.0,1041,792
1616,23.32,1.0,301258,富士莱,-443438.0,化学制药,-2.43,-5.24,-2.62,-2.42,-1.87,3166.0,2848,2961
1617,10.17,-1.45,002861,瀛通通讯,-3274573.0,消费电子,6.16,12.38,1.97,2.0,-1.88,3167.0,747,569
1618,19.37,3.75,301072,中捷精工,-582198.0,汽车零部件,-2.96,-12.55,-3.48,-3.15,-1.88,3169.0,3340,3475
1619,10.43,1.26,300560,中富通,-3285811.0,通信服务,5.57,-0.29,3.57,2.84,-1.9,3174.0,413,393
1620,17.1,-0.29,300783,三只松鼠,-1923538.0,食品饮料,-9.28,-16.38,-0.97,-1.6,-1.9,3175.0,1959,2396
1621,7.56,2.3,000409,云鼎科技,-746407.0,互联网服务,-0.92,-3.82,-4.1,-3.92,-1.91,3179.0,3654,3944
1622,9.16,-2.55,002536,飞龙股份,-4185494.0,汽车零部件,-7.85,-12.93,-6.36,-5.23,-1.92,3180.0,4545,4572
1623,33.3,2.65,002756,永兴材料,-4606270.0,钢铁行业,-3.42,-5.96,-5.7,-3.32,-1.92,3181.0,4339,3583
1624,9.5,1.28,002229,鸿博股份,-2494799.0,造纸印刷,-3.55,-9.61,-2.73,-2.47,-1.94,3183.0,2903,2999
1625,18.01,0.39,301150,中一科技,-466716.0,电池,-3.59,-9.45,-5.29,-3.05,-1.94,3184.0,4176,3403
1626,18.57,2.15,300861,美畅股份,-974792.0,非金属材料,-0.27,0.54,-1.84,-2.7,-1.95,3186.0,2425,3145
1627,4.01,1.26,000702,正虹科技,-640825.0,农牧饲渔,-4.3,-1.47,-4.37,-1.06,-1.96,3187.0,3795,2011
1628,23.62,0.51,300852,四会富仕,-794643.0,电子元件,-3.67,-16.03,-2.27,-4.45,-1.96,3188.0,2661,4232
1629,1.46,0.0,002607,中公教育,-4393636.0,教育,-4.58,0.69,-3.23,-1.3,-1.98,3190.0,3195,2177
1630,1.13,-2.59,002141,*ST贤丰,-761937.0,电子元件,13.0,17.71,-2.22,-3.82,-1.98,3191.0,2630,3883
1631,1.66,1.22,000717,中南股份,-246428.0,钢铁行业,-1.78,-3.49,-3.64,-0.78,-1.98,3192.0,3417,1836
1632,10.82,0.56,300997,欢乐家,-240729.0,食品饮料,-3.82,-8.38,-3.64,-1.53,-1.98,3193.0,3423,2352
1633,38.38,1.24,301035,润丰股份,-559597.0,农药兽药,-2.07,-0.83,-0.07,0.6,-1.98,3194.0,1523,1059
1634,12.0,-0.83,002077,大港股份,-4677794.0,半导体,2.83,8.7,-4.57,0.14,-1.99,3196.0,3890,1279
1635,8.68,1.76,301037,保立佳,-218898.0,化学制品,0.58,-3.56,-7.52,-3.86,-2.02,3199.0,4869,3913
1636,9.12,2.36,002436,兴森科技,-5904346.0,电子元件,-2.98,-9.61,-1.51,-4.69,-2.04,3203.0,2235,4347
1637,14.85,1.37,002995,天地在线,-2520681.0,文化传媒,-1.39,5.24,0.07,1.33,-2.04,3204.0,1399,765
1638,13.81,2.14,001207,联科科技,-870260.0,橡胶制品,-2.95,-4.16,-2.74,0.95,-2.04,3205.0,2915,891
1639,9.79,0.1,300806,斯迪克,-1008804.0,塑料制品,-5.32,-11.32,-4.39,-5.74,-2.05,3206.0,3800,4762
1640,2.85,2.15,300591,万里马,-223982.0,纺织服装,1.79,-5.32,-2.6,-6.45,-2.05,3207.0,2829,4941
1641,28.94,2.26,002338,奥普光电,-5853726.0,仪器仪表,-9.02,-2.2,-7.84,-4.06,-2.06,3208.0,4919,4019
1642,2.83,2.91,300190,维尔利,-251211.0,环保行业,4.04,-3.08,-0.85,-3.01,-2.06,3210.0,1892,3379
1643,19.91,1.48,300364,中文在线,-16476259.0,文化传媒,-1.53,0.0,-1.51,-1.09,-2.07,3213.0,2234,2030
1644,1.86,1.09,000709,河钢股份,-1132517.0,钢铁行业,-2.62,-5.1,2.73,0.71,-2.07,3214.0,577,1010
1645,4.64,1.31,002599,盛通股份,-521252.0,包装材料,-4.13,-3.53,-7.8,-2.37,-2.07,3215.0,4914,2934
1646,16.67,0.91,301073,君亭酒店,-1090738.0,旅游酒店,-4.8,-8.46,-5.54,-3.7,-2.07,3216.0,4277,3816
1647,17.9,1.13,301093,华兰股份,-164427.0,医疗器械,-2.88,-4.58,-7.91,-5.36,-2.07,3218.0,4931,4624
1648,3.67,1.1,000909,ST数源,-465428.0,综合行业,2.51,5.76,-5.31,-1.7,-2.08,3219.0,4181,2472
1649,32.14,-0.4,301251,威尔高,-3566411.0,电子元件,-6.68,-2.43,-2.85,-1.59,-2.08,3220.0,2972,2389
1650,19.22,2.78,002881,美格智能,-1531473.0,消费电子,1.26,-0.72,0.62,0.36,-2.08,3222.0,1177,1164
1651,4.02,1.77,300658,延江股份,-241017.0,美容护理,0.75,-4.96,-1.82,-2.08,-2.08,3223.0,2414,2730
1652,1.96,2.08,002314,南山控股,-551971.0,房地产开发,-2.0,-5.31,-4.93,-4.76,-2.09,3225.0,4033,4396
1653,12.31,0.98,000708,中信特钢,-2014513.0,钢铁行业,-3.75,-5.16,-0.52,0.64,-2.09,3226.0,1743,1043
1654,54.78,-0.54,300223,北京君正,-6473454.0,半导体,-8.87,-1.76,-6.87,-0.8,-2.09,3227.0,4706,1855
1655,7.69,2.26,002423,中粮资本,-3154053.0,多元金融,0.92,2.67,-2.84,-2.02,-2.1,3228.0,2964,2692
1656,1.63,0.0,002309,*ST中利,-138939.0,光伏设备,-3.55,2.52,-9.95,-1.51,-2.1,3229.0,5204,2332
1657,7.76,1.17,300254,仟源医药,-607790.0,化学制药,1.44,-2.76,7.36,3.9,-2.1,3230.0,131,249
1658,36.49,0.86,000513,丽珠集团,-2417071.0,化学制药,1.05,1.33,1.62,2.26,-2.1,3231.0,850,516
1659,1.73,3.59,000908,*ST景峰,-5479140.0,化学制药,26.28,61.68,0.13,4.34,-2.11,3232.0,1377,203
1660,6.19,0.98,000779,甘咨询,-421835.0,工程咨询服务,-1.12,-7.47,-12.24,-12.79,-2.11,3234.0,5342,5403
1661,14.32,0.85,301109,军信股份,-239512.0,环保行业,-0.76,-3.24,-0.61,-1.37,-2.11,3235.0,1780,2230
1662,11.56,2.76,002878,元隆雅图,-4719249.0,文化传媒,5.19,-7.89,0.16,-0.81,-2.12,3236.0,1367,1860
1663,8.81,1.03,002893,京能热力,-390778.0,公用事业,0.57,-3.82,-1.03,-6.15,-2.12,3238.0,1992,4867
1664,10.08,-1.18,301370,国科恒泰,-2589180.0,贸易行业,5.66,-5.97,5.39,2.59,-2.13,3239.0,230,425
1665,4.4,1.38,002148,北纬科技,-1048190.0,通信服务,2.33,-3.3,5.39,4.27,-2.13,3240.0,231,213
1666,5.07,2.84,002170,芭田股份,-721083.0,化肥行业,-6.97,-16.34,-11.5,-8.13,-2.13,3241.0,5309,5211
1667,6.28,1.13,000906,浙商中拓,-670091.0,商业百货,-2.94,-5.56,-11.03,-5.9,-2.13,3242.0,5286,4801
1668,22.37,-15.93,300960,通业科技,-7174716.0,交运设备,2.47,50.54,-1.23,-0.79,-2.17,3245.0,2094,1843
1669,14.92,1.77,300456,赛微电子,-2490338.0,半导体,-5.27,-3.62,-3.14,-1.25,-2.17,3246.0,3153,2149
1670,9.95,1.74,002963,豪尔赛,-624766.0,装修装饰,0.91,-7.36,1.87,-1.04,-2.18,3249.0,778,2002
1671,18.73,3.2,001282,三联锻造,-505495.0,汽车零部件,-0.79,-3.35,-3.19,-1.65,-2.18,3250.0,3178,2436
1672,4.76,0.85,002667,威领股份,-426610.0,专用设备,-0.83,-0.42,-6.01,-1.7,-2.19,3251.0,4440,2473
1673,2.79,2.57,000757,浩物股份,-3077508.0,汽车服务,13.88,6.9,2.76,3.06,-2.2,3252.0,563,360
1674,2.23,-0.89,000520,凤凰航运,-1115752.0,航运港口,0.45,-5.11,-0.3,-0.04,-2.2,3253.0,1643,1408
1675,5.22,0.77,300039,上海凯宝,-681076.0,中药,-3.33,-4.74,-4.48,-5.02,-2.2,3254.0,3846,4491
1676,4.45,0.0,300639,凯普生物,-384262.0,医疗器械,-2.63,-6.51,0.45,-1.85,-2.2,3255.0,1260,2577
1677,6.61,0.61,002707,众信旅游,-2853827.0,旅游酒店,-5.16,-4.48,-10.36,-4.69,-2.21,3257.0,5242,4348
1678,5.13,1.38,000788,北大医药,-549953.0,化学制药,-2.66,-2.29,-3.54,-2.48,-2.21,3259.0,3376,3008
1679,16.29,0.87,002889,东方嘉盛,-3089919.0,物流行业,-4.79,3.96,-2.85,-0.04,-2.22,3262.0,2971,1409
1680,7.46,3.47,000045,深纺织Ａ,-632467.0,光学光电子,-1.71,-5.93,-4.33,-1.81,-2.22,3263.0,3783,2551
1681,1.23,1.65,002622,皓宸医疗,-459578.0,医疗服务,3.36,-3.15,1.53,0.48,-2.23,3264.0,874,1114
1682,4.37,2.1,001330,博纳影业,-729282.0,文化传媒,-2.02,-7.22,-4.56,-4.97,-2.23,3265.0,3884,4478
1683,10.13,2.12,002806,华锋股份,-5781033.0,汽车零部件,4.33,7.08,-2.2,-0.52,-2.24,3266.0,2621,1679
1684,6.64,2.47,002449,国星光电,-924022.0,光学光电子,-3.49,-7.65,-3.16,-0.9,-2.24,3268.0,3161,1909
1685,31.6,-0.75,301348,蓝箭电子,-2499888.0,半导体,-7.6,-9.46,-4.39,-2.92,-2.24,3270.0,3801,3318
1686,15.09,-0.79,001239,永达股份,-4198449.0,专用设备,11.78,8.87,0.9,0.45,-2.25,3272.0,1083,1126
1687,5.55,2.4,300600,ST瑞科,-438588.0,船舶制造,6.53,8.19,1.79,-1.02,-2.26,3274.0,803,1983
1688,7.23,1.4,300129,泰胜风能,-5872042.0,风电设备,18.14,13.68,2.11,-0.32,-2.27,3275.0,709,1557
1689,4.43,-0.45,000516,国际医学,-1819002.0,医疗服务,-7.9,-8.66,-9.33,-6.9,-2.27,3276.0,5141,5041
1690,3.37,1.2,300459,汤姆猫,-3511121.0,游戏,-3.16,0.0,-5.53,-2.36,-2.28,3278.0,4268,2922
1691,4.89,-1.01,300334,津膜科技,-1491602.0,环保行业,11.64,7.47,4.97,4.76,-2.28,3279.0,269,170
1692,36.89,0.16,002847,盐津铺子,-826021.0,食品饮料,-5.99,-6.84,-5.07,-3.55,-2.28,3281.0,4088,3720
1693,4.91,2.08,002350,北京科锐,-852195.0,电网设备,2.94,-5.76,-1.1,-4.43,-2.3,3285.0,2020,4219
1694,14.93,1.01,002771,真视通,-1319869.0,互联网服务,-1.32,-4.6,-1.15,-3.62,-2.3,3286.0,2053,3770
1695,27.0,1.58,002929,润建股份,-1819325.0,通信服务,-2.63,-4.26,-7.93,-5.66,-2.3,3287.0,4934,4732
1696,22.47,1.58,002487,大金重工,-11101363.0,风电设备,11.46,10.09,3.61,1.88,-2.31,3289.0,407,608
1697,51.8,0.82,000538,云南白药,-6430640.0,中药,-2.96,0.02,-4.27,-1.13,-2.31,3290.0,3745,2062
1698,3.87,1.04,002641,公元股份,-419997.0,装修建材,0.52,-1.28,-4.75,-2.91,-2.32,3295.0,3958,3313
1699,3.16,1.61,002375,亚厦股份,-297306.0,装修装饰,1.28,-2.77,-3.3,-0.59,-2.32,3296.0,3244,1721
1700,8.73,1.04,002319,乐通股份,-477691.0,化学制品,7.64,6.33,-6.03,-4.59,-2.33,3300.0,4448,4308
1701,14.0,2.41,301193,家联科技,-242637.0,塑料制品,-1.13,-4.5,2.04,1.13,-2.34,3302.0,731,825
1702,20.6,17.92,301079,邵阳液压,-17968317.0,通用设备,78.35,65.86,-2.43,-2.61,-2.35,3303.0,2735,3089
1703,8.8,1.97,002558,巨人网络,-4260257.0,游戏,-2.11,-3.08,-6.48,-4.67,-2.35,3304.0,4583,4339
1704,7.23,0.0,002267,陕天然气,-1377086.0,燃气,-1.63,-9.74,-0.2,-4.04,-2.35,3305.0,1589,4006
1705,8.32,0.6,000899,赣能股份,-1665329.0,电力行业,-4.37,-10.92,-8.92,-8.33,-2.36,3307.0,5085,5229
1706,5.95,1.19,300162,雷曼光电,-2616985.0,光学光电子,-2.78,-6.59,-0.37,-1.16,-2.37,3309.0,1678,2081
1707,21.74,0.83,300727,润禾材料,-840980.0,化学制品,-2.55,-4.82,-3.1,-2.33,-2.37,3310.0,3137,2908
1708,28.13,1.85,300949,奥雅股份,-386870.0,工程咨询服务,-0.42,-6.08,-2.67,-1.41,-2.38,3311.0,2877,2250
1709,15.97,2.44,002130,沃尔核材,-50677234.0,非金属材料,9.53,3.03,2.5,0.06,-2.39,3313.0,615,1319
1710,15.98,2.7,300293,蓝英装备,-14046756.0,专用设备,-13.95,13.09,-4.24,-2.52,-2.4,3317.0,3727,3031
1711,3.96,1.28,300291,百纳千成,-1547330.0,文化传媒,-0.75,-2.7,-1.07,0.07,-2.4,3319.0,2008,1313
1712,4.32,1.41,002492,恒基达鑫,-230194.0,物流行业,-1.14,-5.05,-9.63,-6.72,-2.4,3321.0,5172,5006
1713,13.85,5.08,300101,振芯科技,-4510476.0,通信设备,2.06,3.2,-5.2,-7.19,-2.41,3325.0,4139,5094
1714,33.28,-0.36,301529,福赛科技,-854121.0,汽车零部件,2.31,3.1,-1.65,-2.71,-2.41,3327.0,2315,3158
1715,38.3,-0.05,301033,迈普医学,-320770.0,医疗服务,-2.1,-6.08,-3.52,-2.94,-2.41,3328.0,3367,3336
1716,7.34,5.16,002677,浙江美大,-1033295.0,家电行业,1.66,-9.05,-2.73,-2.91,-2.42,3329.0,2905,3312
1717,41.67,0.73,003031,中瓷电子,-1414540.0,通信设备,-4.97,-2.89,-2.78,-0.65,-2.42,3330.0,2938,1761
1718,25.3,1.48,301283,聚胶股份,-203260.0,化学制品,-2.24,-9.03,-5.16,-6.28,-2.42,3332.0,4128,4899
1719,3.68,1.94,300067,安诺其,-2185326.0,化学制品,-3.92,-6.6,-5.62,-2.94,-2.43,3333.0,4306,3332
1720,8.75,-2.78,300611,美力科技,-4350517.0,汽车零部件,-2.78,3.55,-1.75,0.93,-2.45,3337.0,2379,898
1721,8.3,2.09,300421,力星股份,-1251230.0,通用设备,1.84,-2.35,-3.55,-7.21,-2.46,3340.0,3379,5099
1722,18.49,2.44,300816,艾可蓝,-811140.0,汽车零部件,-15.18,-21.49,-4.12,-8.05,-2.47,3341.0,3670,5204
1723,33.52,0.36,002463,沪电股份,-34433163.0,电子元件,-5.04,-16.72,-2.74,-8.16,-2.48,3342.0,2909,5216
1724,32.13,-8.77,301117,佳缘科技,-17609400.0,软件开发,17.35,38.91,-4.48,-2.27,-2.48,3343.0,3843,2862
1725,26.08,1.4,002557,洽洽食品,-2358414.0,食品饮料,-6.19,-4.05,-1.1,1.89,-2.48,3344.0,2022,604
1726,3.13,2.29,002798,帝欧家居,-346944.0,装修建材,1.95,-4.28,-3.98,-3.14,-2.49,3346.0,3605,3465
1727,1.36,0.74,002146,荣盛发展,-1727510.0,房地产服务,-1.45,-6.21,-6.57,-5.28,-2.5,3348.0,4618,4592
1728,9.75,2.96,300838,浙江力诺,-191334.0,仪器仪表,1.35,-3.08,-0.78,-2.03,-2.51,3349.0,1863,2702
1729,2.23,0.45,001227,兰州银行,-1241906.0,银行,-3.04,-4.29,-12.01,-9.54,-2.52,3350.0,5335,5313
1730,6.7,2.13,002539,云图控股,-1142462.0,化肥行业,-2.9,-6.56,-9.69,-4.21,-2.52,3351.0,5179,4101
1731,14.06,0.72,000739,普洛药业,-1617784.0,化学制药,0.64,3.92,6.2,2.76,-2.52,3352.0,169,405
1732,13.17,-1.72,002868,绿康生化,-1256085.0,农药兽药,4.28,0.53,9.32,5.37,-2.52,3354.0,70,134
1733,2.28,0.88,000813,德展健康,-767901.0,化学制药,-3.8,-5.79,-6.38,-4.97,-2.53,3358.0,4556,4476
1734,5.99,1.18,000798,中水渔业,-351168.0,农牧饲渔,1.7,4.17,0.05,0.77,-2.53,3359.0,1412,987
1735,1.63,3.16,300370,安控科技,-461184.0,仪器仪表,1.24,-1.81,-5.39,-6.81,-2.55,3363.0,4209,5024
1736,8.41,1.82,000555,神州信息,-1499611.0,互联网服务,-1.98,-3.44,-5.24,-2.9,-2.55,3364.0,4155,3303
1737,12.2,2.26,002590,万安科技,-3339924.0,汽车零部件,-4.76,-12.29,-6.42,-6.41,-2.56,3365.0,4573,4926
1738,15.43,4.54,300985,致远新能,-902609.0,通用设备,0.85,-4.1,-3.93,-3.74,-2.58,3370.0,3583,3845
1739,3.38,0.9,300132,青松股份,-172380.0,美容护理,-0.29,-4.79,7.76,2.43,-2.58,3371.0,112,472
1740,5.8,7.01,300931,通用电梯,-4258656.0,专用设备,11.54,8.21,-4.32,-2.78,-2.59,3373.0,3776,3204
1741,8.13,2.26,002041,登海种业,-769747.0,农牧饲渔,-2.17,-2.05,-4.63,-1.83,-2.6,3375.0,3913,2566
1742,23.1,0.83,301300,远翔新材,-783844.0,化学制品,-5.52,-18.06,-5.7,-3.76,-2.6,3377.0,4340,3855
1743,15.92,-1.0,300702,天宇股份,-404983.0,化学制药,-4.33,-7.92,4.45,2.02,-2.6,3379.0,325,564
1744,3.51,1.15,000778,新兴铸管,-1583776.0,钢铁行业,0.86,1.45,-4.92,-5.35,-2.62,3381.0,4029,4618
1745,43.14,0.77,300496,中科创达,-10235659.0,互联网服务,-6.66,-9.86,-6.03,-7.48,-2.63,3383.0,4446,5138
1746,17.18,2.02,002605,姚记科技,-2151048.0,游戏,-1.21,-5.6,-3.8,-5.28,-2.63,3384.0,3509,4594
1747,3.5,0.57,002398,垒知集团,-208325.0,装修建材,0.86,-3.85,-6.6,-6.54,-2.63,3385.0,4625,4961
1748,12.15,1.59,300752,隆利科技,-829551.0,光学光电子,-5.15,-12.02,-4.27,-2.82,-2.64,3388.0,3746,3240
1749,21.4,0.52,301378,通达海,-604088.0,软件开发,0.0,-6.79,-1.71,-2.63,-2.64,3389.0,2353,3104
1750,2.12,1.92,300267,尔康制药,-512121.0,化学制药,0.0,-1.4,-2.09,-3.21,-2.65,3390.0,2557,3511
1751,18.77,3.36,301279,金道科技,-3152671.0,通用设备,7.13,2.51,-0.23,-1.59,-2.65,3391.0,1603,2388
1752,7.2,2.86,002679,福建金森,-1078825.0,农牧饲渔,12.15,6.19,-4.66,-4.26,-2.65,3392.0,3924,4128
1753,21.78,2.16,301041,金百泽,-1516439.0,电子元件,-1.94,-14.79,-5.03,-6.54,-2.65,3393.0,4068,4960
1754,10.25,2.4,300825,阿尔特,-5400940.0,汽车服务,-2.66,-16.19,-2.54,-5.94,-2.66,3394.0,2793,4812
1755,5.22,1.56,002550,千红制药,-1166442.0,化学制药,-5.09,-5.26,-1.61,1.96,-2.66,3395.0,2287,582
1756,17.71,0.97,000762,西藏矿业,-4299805.0,能源金属,-5.6,-8.29,-3.91,-4.08,-2.67,3396.0,3565,4032
1757,24.27,0.62,300890,翔丰华,-1818712.0,电池,-0.74,-6.0,-2.82,-4.31,-2.67,3397.0,2958,4155
1758,21.57,6.0,002472,双环传动,-8057457.0,汽车零部件,-1.87,-2.27,-4.35,-5.09,-2.68,3398.0,3789,4517
1759,3.78,2.16,300057,万顺新材,-682007.0,有色金属,0.27,-5.5,-5.15,-0.67,-2.68,3399.0,4123,1771
1760,3.68,2.22,002909,集泰股份,-429855.0,化学制品,1.1,-9.36,-1.31,-0.61,-2.68,3400.0,2140,1737
1761,1.54,-3.75,300338,*ST开元,-735450.0,教育,-4.94,2.67,-1.17,-3.12,-2.69,3402.0,2061,3447
1762,14.66,-10.34,300947,德必集团,-5970921.0,文化传媒,-19.89,-16.8,-3.84,-2.18,-2.69,3404.0,3526,2794
1763,8.1,2.02,000009,中国宝安,-2069233.0,综合行业,-0.61,-2.41,-4.81,-6.43,-2.69,3405.0,3983,4934
1764,7.28,0.97,002140,东华科技,-468348.0,工程建设,-1.09,-5.21,-2.07,-1.93,-2.69,3408.0,2545,2635
1765,38.04,0.56,301325,曼恩斯特,-1205851.0,电池,-5.14,-0.89,-8.53,-3.58,-2.69,3411.0,5021,3744
1766,11.08,2.03,000681,视觉中国,-1872509.0,文化传媒,-0.89,-1.25,-3.6,-3.2,-2.7,3412.0,3394,3504
1767,2.54,-0.78,002069,獐子岛,-406331.0,农牧饲渔,3.25,4.53,2.77,2.85,-2.7,3413.0,560,391
1768,14.66,1.88,002988,豪美新材,-1028396.0,有色金属,0.96,-8.32,1.94,-0.55,-2.71,3415.0,754,1698
1769,4.68,0.65,000539,粤电力Ａ,-1232418.0,电力行业,-3.11,-7.14,-5.87,-6.95,-2.75,3421.0,4394,5050
1770,43.13,-1.66,301333,诺思格,-1719996.0,医疗服务,4.13,7.21,-2.45,0.23,-2.75,3423.0,2748,1225
1771,18.02,0.0,301201,诚达药业,-446826.0,医疗服务,-3.07,-3.69,-1.58,-1.21,-2.75,3425.0,2271,2122
1772,15.01,-0.92,300941,创识科技,-3098004.0,互联网服务,2.46,-9.36,1.03,-3.24,-2.77,3428.0,1044,3527
1773,29.48,-0.27,300856,科思股份,-1681592.0,美容护理,-8.65,-9.26,-3.43,-1.59,-2.77,3429.0,3317,2392
1774,11.67,1.3,002085,万丰奥威,-32395606.0,汽车零部件,-0.09,-9.11,-2.48,-5.12,-2.78,3430.0,2761,4532
1775,7.5,0.67,002598,山东章鼓,-924039.0,通用设备,3.88,2.74,-1.41,-0.93,-2.78,3431.0,2188,1930
1776,6.05,4.13,002611,东方精工,-28379607.0,专用设备,21.0,17.02,1.51,0.82,-2.79,3433.0,880,955
1777,4.42,2.79,000559,万向钱潮,-1594246.0,汽车零部件,-1.12,-3.07,1.78,0.22,-2.79,3434.0,807,1227
1778,9.71,0.0,000719,中原传媒,-1456270.0,文化传媒,3.41,-0.41,0.64,-2.14,-2.79,3436.0,1174,2772
1779,14.29,-0.42,301211,亨迪药业,-539972.0,化学制药,-4.92,-3.58,-1.81,-2.18,-2.79,3438.0,2410,2803
1780,7.37,0.14,300143,盈康生命,-507125.0,医疗服务,-1.34,-4.41,1.13,-0.65,-2.81,3442.0,1009,1760
1781,5.25,0.57,002333,罗普斯金,-245665.0,装修建材,-0.94,-2.05,1.18,1.35,-2.81,3444.0,996,762
1782,74.67,1.27,300782,卓胜微,-10592031.0,半导体,-6.51,-1.4,-6.69,-1.91,-2.82,3446.0,4650,2618
1783,32.63,4.08,301213,观想科技,-6267879.0,软件开发,3.32,27.01,-1.6,0.76,-2.84,3449.0,2281,991
1784,24.08,0.75,000049,德赛电池,-7509853.0,电池,-6.52,-13.54,-2.78,-3.57,-2.85,3452.0,2934,3733
1785,16.52,1.23,000860,顺鑫农业,-5049107.0,酿酒行业,-5.06,-5.17,-6.42,-4.7,-2.85,3453.0,4572,4355
1786,9.87,3.68,300994,久祺股份,-772260.0,交运设备,3.03,-4.45,1.14,-2.5,-2.85,3454.0,1005,3021
1787,4.03,0.5,002682,龙洲股份,-6199418.0,物流行业,11.33,8.33,2.46,1.27,-2.86,3455.0,628,780
1788,4.75,-1.66,002272,川润股份,-4827782.0,工程机械,3.94,9.7,-2.37,0.94,-2.86,3456.0,2701,896
1789,5.56,1.46,000017,深中华A,-1443989.0,珠宝首饰,-3.3,-6.24,-4.41,-0.01,-2.86,3457.0,3811,1388
1790,13.54,1.88,301185,鸥玛软件,-782655.0,软件开发,0.52,-3.63,-4.47,-2.29,-2.86,3460.0,3842,2885
1791,3.71,3.92,000678,襄阳轴承,-663249.0,汽车零部件,2.77,-3.89,-1.76,-2.16,-2.88,3462.0,2387,2784
1792,2.4,-0.41,300209,*ST有树,-255355.0,软件开发,3.0,-6.25,-0.65,-2.26,-2.88,3463.0,1795,2857
1793,9.8,3.05,300800,力合科技,-630666.0,环保行业,0.1,-3.35,-3.21,0.35,-2.88,3464.0,3188,1170
1794,11.83,1.46,002845,同兴达,-1914327.0,光学光电子,-6.78,-9.21,-2.31,1.58,-2.9,3467.0,2676,696
1795,8.09,-0.49,002796,世嘉科技,-3936765.0,专用设备,9.92,7.29,5.49,2.41,-2.92,3470.0,222,479
1796,17.9,1.82,300623,捷捷微电,-7245973.0,半导体,-6.62,-1.0,-6.65,-2.95,-2.92,3471.0,4640,3339
1797,4.23,2.92,002592,ST八菱,-393675.0,汽车零部件,3.42,7.09,-2.04,-3.21,-2.92,3473.0,2532,3514
1798,6.19,2.48,300441,鲍斯股份,-3881907.0,通用设备,-2.37,7.09,0.87,3.29,-2.93,3474.0,1095,326
1799,6.69,2.14,002312,川发龙蟒,-2097202.0,化肥行业,-5.11,-6.56,-8.58,-5.69,-2.93,3475.0,5028,4743
1800,2.52,2.86,002578,闽发铝业,-665746.0,有色金属,-1.56,-7.69,-6.8,-2.93,-2.93,3476.0,4684,3327
1801,4.66,1.53,300215,电科院,-1220349.0,专业服务,-0.64,-7.36,-3.0,-6.74,-2.93,3477.0,3064,5009
1802,26.98,-1.35,300851,交大思诺,-3658857.0,交运设备,6.01,25.55,-1.67,-1.01,-2.93,3478.0,2327,1978
1803,6.16,0.49,002584,西陇科学,-4402594.0,电子化学品,0.33,1.15,-1.11,-1.45,-2.94,3480.0,2026,2276
1804,16.9,4.64,300713,英可瑞,-11764363.0,电源设备,-17.36,2.92,-2.11,-1.11,-2.96,3483.0,2572,2044
1805,6.7,1.82,002632,道明光学,-1751512.0,塑料制品,-2.47,-11.84,-5.28,-7.23,-2.96,3484.0,4169,5102
1806,5.94,2.06,002825,纳尔股份,-404970.0,塑料制品,-0.5,-2.14,2.87,0.21,-2.96,3485.0,537,1233
1807,14.9,3.19,300351,永贵电器,-4143865.0,交运设备,-3.37,-2.23,-3.93,-1.59,-2.98,3491.0,3578,2387
1808,6.56,1.23,300340,科恒股份,-454963.0,电池,0.92,-4.37,-1.83,-2.54,-2.98,3492.0,2418,3055
1809,21.43,2.54,301053,远信工业,-1287264.0,专用设备,-0.65,0.8,-2.73,-2.07,-2.98,3493.0,2907,2722
1810,18.08,1.97,002801,微光股份,-804469.0,电机,1.69,-1.74,0.94,0.33,-2.99,3494.0,1066,1184
1811,16.29,-0.43,002982,湘佳股份,-1366149.0,农牧饲渔,-6.81,12.27,-3.28,-2.03,-3.0,3495.0,3231,2700
1812,2.59,0.0,002652,扬子新材,-697574.0,装修建材,7.92,11.64,1.04,2.02,-3.01,3496.0,1039,561
